,Time,VNE atom7 t_q = linear flat,VNE atom7 t_q = 8,VNE atom6 t_q = linear flat,VNE atom6 t_q = 8,VNE atom5 t_q = linear flat,VNE atom5 t_q = 8,VNE atom4 t_q = linear flat,VNE atom4 t_q = 8,VNE atom3 t_q = linear flat,VNE atom3 t_q = 8,VNE atom2 t_q = linear flat,VNE atom2 t_q = 8
242,0.242,0.06332929496920472,0.07438503064716638,0.0751282903689254,0.08986303874001986,0.09398788167198552,0.2187299672511378,0.07888179166354865,0.22862567120608046,0.09398788167198513,0.5221946693066704,0.0751282903689251,0.5329153917519494
243,0.243,0.06383483287690696,0.0750988476508449,0.0751374354679247,0.08987828340385846,0.09427308284064925,0.2203281978973422,0.07893874778265098,0.2289122803870121,0.09427308284064985,0.5219936318647038,0.07513743546792487,0.5321064358260273
244,0.244,0.06427156208002288,0.07572375726773545,0.07505140261374747,0.08972507496142755,0.09451315798949553,0.22187409208253583,0.0789690238841375,0.2288686895448445,0.09451315798949485,0.5219712085270238,0.07505140261374701,0.5313631127519312
245,0.245,0.06464095020950286,0.07626154881879568,0.07487987857165564,0.08942627229370295,0.09471291847204713,0.22337733209345753,0.07898199170879147,0.2285683477584072,0.09471291847204819,0.522094458823975,0.07487987857165551,0.5307678721385607
246,0.246,0.06494578662331484,0.07671590694899652,0.07463917192091596,0.08901589610851349,0.09487861807421111,0.22484807819861913,0.07898703600638654,0.22808738737161696,0.09487861807421158,0.5223249317647174,0.07463917192091582,0.5303952742663204
247,0.247,0.06518964165488428,0.07709189997439661,0.0743521065429606,0.08853952783858185,0.09501725235554598,0.22629644851276193,0.07899377707522823,0.22750503164927147,0.09501725235554603,0.5226197960632657,0.07435210654296012,0.5302984116957271
248,0.248,0.06537652972344976,0.07739564902353467,0.07404707052713409,0.08805343717591496,0.09513588136664575,0.22773203252969437,0.07901232650683723,0.2269044549693007,0.09513588136664647,0.5229327898164402,0.07404707052713351,0.5304979434600438
249,0.249,0.06551078101403644,0.07763418339507756,0.07375618698065758,0.0876221311030108,0.09524102707743771,0.22916344861412172,0.07905341660540031,0.22637306745904767,0.09524102707743795,0.5232150744116797,0.07375618698065756,0.5309755824317248
250,0.25,0.065597082527969,0.07781544654047522,0.07351272110513343,0.08731424052115619,0.09533818636670797,0.23059795870366018,0.0791282691723539,0.22600127453266447,0.0953381863667077,0.5234161133217284,0.07351272110513386,0.531673052187164
251,0.251,0.06564061616762532,0.07794838581048555,0.07334798539809916,0.08719694954032758,0.09543148766335371,0.2320411561976496,0.07924812487503605,0.22587906806491498,0.09543148766335263,0.5234846957246028,0.07334798539809924,0.5324965574259651
